img_path,label
train_puzzles_hard/0.png,2
train_puzzles_hard/1.png,1
train_puzzles_hard/2.png,5
train_puzzles_hard/3.png,1
train_puzzles_hard/4.png,2
train_puzzles_hard/5.png,2
train_puzzles_hard/6.png,3
train_puzzles_hard/7.png,0
train_puzzles_hard/8.png,3
train_puzzles_hard/9.png,3
train_puzzles_hard/10.png,3
train_puzzles_hard/11.png,4
train_puzzles_hard/12.png,0
train_puzzles_hard/13.png,0
train_puzzles_hard/14.png,5
train_puzzles_hard/15.png,3
train_puzzles_hard/16.png,3
train_puzzles_hard/17.png,1
train_puzzles_hard/18.png,1
train_puzzles_hard/19.png,2
train_puzzles_hard/20.png,5
train_puzzles_hard/21.png,1
train_puzzles_hard/22.png,5
train_puzzles_hard/23.png,0
train_puzzles_hard/24.png,3
train_puzzles_hard/25.png,3
train_puzzles_hard/26.png,2
train_puzzles_hard/27.png,1
train_puzzles_hard/28.png,4
train_puzzles_hard/29.png,4
train_puzzles_hard/30.png,1
train_puzzles_hard/31.png,1
train_puzzles_hard/32.png,4
train_puzzles_hard/33.png,5
train_puzzles_hard/34.png,2
train_puzzles_hard/35.png,1
train_puzzles_hard/36.png,5
train_puzzles_hard/37.png,2
train_puzzles_hard/38.png,5
train_puzzles_hard/39.png,0
train_puzzles_hard/40.png,1
train_puzzles_hard/41.png,2
train_puzzles_hard/42.png,0
train_puzzles_hard/43.png,0
train_puzzles_hard/44.png,3
train_puzzles_hard/45.png,3
train_puzzles_hard/46.png,3
train_puzzles_hard/47.png,1
train_puzzles_hard/48.png,4
train_puzzles_hard/49.png,1
train_puzzles_hard/50.png,0
train_puzzles_hard/51.png,1
train_puzzles_hard/52.png,1
train_puzzles_hard/53.png,1
train_puzzles_hard/54.png,5
train_puzzles_hard/55.png,4
train_puzzles_hard/56.png,2
train_puzzles_hard/57.png,3
train_puzzles_hard/58.png,3
train_puzzles_hard/59.png,0
train_puzzles_hard/60.png,1
train_puzzles_hard/61.png,0
train_puzzles_hard/62.png,3
train_puzzles_hard/63.png,5
train_puzzles_hard/64.png,0
train_puzzles_hard/65.png,3
train_puzzles_hard/66.png,0
train_puzzles_hard/67.png,4
train_puzzles_hard/68.png,0
train_puzzles_hard/69.png,2
train_puzzles_hard/70.png,4
train_puzzles_hard/71.png,1
train_puzzles_hard/72.png,1
train_puzzles_hard/73.png,4
train_puzzles_hard/74.png,4
train_puzzles_hard/75.png,2
train_puzzles_hard/76.png,4
train_puzzles_hard/77.png,3
train_puzzles_hard/78.png,3
train_puzzles_hard/79.png,3
train_puzzles_hard/80.png,1
train_puzzles_hard/81.png,5
train_puzzles_hard/82.png,5
train_puzzles_hard/83.png,5
train_puzzles_hard/84.png,0
train_puzzles_hard/85.png,3
train_puzzles_hard/86.png,1
train_puzzles_hard/87.png,4
train_puzzles_hard/88.png,4
train_puzzles_hard/89.png,5
train_puzzles_hard/90.png,3
train_puzzles_hard/91.png,4
train_puzzles_hard/92.png,3
train_puzzles_hard/93.png,1
train_puzzles_hard/94.png,2
train_puzzles_hard/95.png,1
train_puzzles_hard/96.png,1
train_puzzles_hard/97.png,1
train_puzzles_hard/98.png,5
train_puzzles_hard/99.png,0
train_puzzles_hard/100.png,1
train_puzzles_hard/101.png,4
train_puzzles_hard/102.png,2
train_puzzles_hard/103.png,4
train_puzzles_hard/104.png,0
train_puzzles_hard/105.png,1
train_puzzles_hard/106.png,2
train_puzzles_hard/107.png,3
train_puzzles_hard/108.png,2
train_puzzles_hard/109.png,4
train_puzzles_hard/110.png,1
train_puzzles_hard/111.png,0
train_puzzles_hard/112.png,5
train_puzzles_hard/113.png,5
train_puzzles_hard/114.png,3
train_puzzles_hard/115.png,2
train_puzzles_hard/116.png,5
train_puzzles_hard/117.png,4
train_puzzles_hard/118.png,1
train_puzzles_hard/119.png,4
train_puzzles_hard/120.png,5
train_puzzles_hard/121.png,2
train_puzzles_hard/122.png,3
train_puzzles_hard/123.png,0
train_puzzles_hard/124.png,1
train_puzzles_hard/125.png,3
train_puzzles_hard/126.png,4
train_puzzles_hard/127.png,2
train_puzzles_hard/128.png,1
train_puzzles_hard/129.png,0
train_puzzles_hard/130.png,1
train_puzzles_hard/131.png,2
train_puzzles_hard/132.png,4
train_puzzles_hard/133.png,4
train_puzzles_hard/134.png,2
train_puzzles_hard/135.png,4
train_puzzles_hard/136.png,1
train_puzzles_hard/137.png,2
train_puzzles_hard/138.png,0
train_puzzles_hard/139.png,3
train_puzzles_hard/140.png,1
